Country,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
British Virgin Islands,426.75,426.75,426.75,426.75,426.75,426.75,426.75,426.75,426.75,426.75,426.75,426.75,426.75,426.75,311.0,426.75,426.75,305.0,426.75,426.75,426.75,410.4375,394.125,377.8125,361.5,345.1875,328.875,312.5625,296.25,279.9375,263.625,247.3125,231.0,235.0,280.0,246.0,229.5,213.0,263.0,237.0,244.0,249.83333333333334,255.66666666666666,261.5,267.3333333333333,273.1666666666667,279.0,284.8333333333333,290.6666666666667,296.5,302.3333333333333,308.1666666666667,314.0,253.0,269.0,318.0,320.14285714285717,322.2857142857143,324.42857142857144,326.57142857142856,328.7142857142857,330.85714285714283,333.0,286.0,277.0,280.0,266.0,269.0,248.0,254.0,260.0,266.0,272.0,272.0,272.0,272.0
Brunei,4201.0,4201.0,4201.0,4201.0,4201.0,4201.0,4201.0,4201.0,4201.0,4201.0,4201.0,2316.0,2805.0,2809.0,2903.0,3332.0,3600.0,4076.0,3320.0,4399.0,4501.25,4603.5,4705.75,4808.0,5034.0,5087.5,5141.0,5300.0,5397.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0,5598.0
Brunei Darussalam,5877.0,5877.0,5877.0,5877.0,5877.0,5877.0,5877.0,5877.0,5877.0,5877.0,5877.0,5877.0,5877.0,5877.0,5877.0,5877.0,5877.0,5877.0,5877.0,5877.0,5877.0,5877.0,5877.0,5877.0,5877.0,5877.0,5877.0,5877.0,5877.0,5877.0,5877.0,5877.0,5877.0,5952.0,5983.0,6330.0,6682.0,6920.0,7088.0,6881.0,6956.0,7031.0,7106.0,7290.0,7314.0,7420.333333333333,7526.666666666667,7633.0,7542.0,7451.0,7360.0,7361.5,7363.0,7464.0,7047.0,7163.0,6933.0,6933.0,6933.0,6933.0,6933.0,6933.0,6933.0,6933.0,6933.0,6933.0,6933.0,6933.0,6933.0,6933.0,6933.0,6933.0,6933.0,6933.0,6933.0,6933.0
Bulgaria,177734.0,182571.0,152803.0,151987.5,151172.0,150356.5,149541.0,148725.5,147910.0,138294.0,138616.83333333334,138939.66666666666,139262.5,139585.33333333334,139908.16666666666,140231.0,140553.83333333334,140876.66666666666,141199.5,141522.33333333334,141845.16666666666,142168.0,140966.0,135841.0,131316.0,129425.0,248807.5,248807.5,248807.5,248807.5,207329.0,165850.5,124372.0,124166.0,122993.0,122303.0,117893.0,120078.0,115244.4,110410.8,105577.2,100743.6,95910.0,89134.0,84400.0,79442.0,68397.0,66261.0,64125.0,65360.0,68989.0,68584.5,68180.0,66499.0,67359.0,69886.0,71075.0,71075.0,71075.0,71075.0,71075.0,71075.0,71075.0,71075.0,71075.0,71075.0,71075.0,71075.0,71075.0,71075.0,71075.0,71075.0,71075.0,71075.0,71075.0,71075.0
Burkina Faso,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0,37432.0
Cabo Verde,5641.5,5641.5,7367.0,7647.0,7597.0,8697.0,8547.0,8377.0,8237.0,8923.0,9609.0,8954.0,8636.5,8319.0,8952.0,9671.0,9783.0,9638.0,10190.0,9621.0,9419.42857142857,9217.857142857143,9016.285714285714,8814.714285714286,8613.142857142857,8411.57142857143,8210.0,8218.333333333334,8226.666666666666,8235.0,8243.333333333334,8251.666666666666,8260.0,10756.0,10926.333333333334,11096.666666666666,11267.0,11437.333333333334,11607.666666666666,11778.0,11948.333333333334,12118.666666666666,12289.0,9671.0,10158.083333333334,10645.166666666666,11132.25,11619.333333333334,12106.416666666666,12593.5,12593.5,12593.5,12593.5,12593.5,12593.5,12593.5,12593.5,12593.5,12593.5,12593.5,12593.5,12593.5,12593.5,12593.5,12593.5,12593.5,12593.5,12593.5,12593.5,12593.5,12593.5,12593.5,12593.5,12593.5,12593.5,12593.5
Cambodia,356336.0,356336.0,356336.0,356336.0,356336.0,356336.0,356336.0,356336.0,356336.0,356336.0,356336.0,304635.0,310162.3333333333,315689.6666666667,321217.0,303894.0,325538.0,325067.0,334135.0,335690.0,263525.5,266530.265625,269535.03125,272539.796875,275544.5625,278549.328125,281554.09375,284558.859375,287563.625,290568.390625,293573.15625,296577.921875,299582.6875,302587.453125,305592.21875,308596.984375,311601.75,314606.515625,317611.28125,320616.046875,323620.8125,326625.578125,329630.34375,332635.109375,335639.875,338644.640625,341649.40625,344654.171875,347658.9375,350663.703125,353668.46875,356673.234375,359678.0,367569.0,375799.0,384267.0,384267.0,384267.0,384267.0,384267.0,384267.0,384267.0,384267.0,384267.0,384267.0,384267.0,384267.0,384267.0,384267.0,384267.0,384267.0,384267.0,384267.0,384267.0,384267.0,384267.0
Cameroon,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12636.0,12771.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0,12443.0
Cameroon West Cameroon,9609.0,9609.0,9609.0,9609.0,9609.0,9609.0,9609.0,9609.0,9609.0,9609.0,9609.0,8954.0,8636.5,8319.0,8952.0,9671.0,9783.0,9638.0,10190.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0,9621.0
Cameroons [Fr. Adm.],82306.0,82306.0,82306.0,82306.0,82306.0,82306.0,82306.0,86609.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0,90912.0
Canada,367092.0,372009.0,381092.0,403559.0,417884.0,436198.0,442937.0,450739.0,469093.0,470118.0,479275.0,372009.0,381092.0,399488.0,417884.0,436198.0,442937.0,450739.0,469093.0,470118.0,454290.14285714284,438462.28571428574,422634.4285714286,406806.5714285714,390978.71428571426,375150.85714285716,359323.0,359987.0,360733.0,358852.0,357590.0,364468.0,371346.0,373082.0,373689.0,373269.6666666667,372850.3333333333,372431.0,369441.0,375743.0,387798.6666666667,399854.3333333333,411910.0,398642.0,388394.0,386350.0,376275.0,366200.0,348598.0,344884.5,341171.0,337457.5,333744.0,328802.0,335202.0,337422.0,342176.0,342176.0,342176.0,342176.0,342176.0,342176.0,342176.0,342176.0,342176.0,342176.0,342176.0,342176.0,342176.0,342176.0,342176.0,342176.0,342176.0,342176.0,342176.0,342176.0
Canal Zone,1636.0,1852.0,1897.0,1959.0,2028.0,1722.0,1819.0,1240.75,1625.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0,1408.0
Cayman Islands,164.0,198.0,213.0,197.0,244.0,237.0,226.0,235.0,258.6666666666667,282.3333333333333,306.0,227.0,282.0,197.0,227.0,257.0,287.0,317.0,317.0,315.0,317.46153846153845,319.9230769230769,322.38461538461536,324.84615384615387,327.3076923076923,329.7692307692308,332.2307692307692,334.6923076923077,337.15384615384613,339.61538461538464,342.0769230769231,344.53846153846155,347.0,339.0,387.0,414.0,367.0,360.0,359.0,380.0,420.0,460.0,500.0,520.0,527.0,531.0,544.0,557.0,570.0,583.0,596.0,609.0,622.0,583.0,623.0,611.0,699.0,710.0,744.0,793.0,824.0,821.0,800.0,759.0,705.0,711.0,649.0,660.0,625.0,640.0,646.0,817.0,838.0,798.0,760.0,760.0
Central African Republic,848830.0,848830.0,848830.0,848830.0,848830.0,848830.0,848830.0,848830.0,848830.0,848830.0,848830.0,2422833.53125,3996837.0625,5570840.59375,7144844.125,4378.0,8388.966666666667,12399.933333333334,16410.9,20421.86666666667,24432.833333333332,28443.8,32454.766666666666,36465.73333333334,40476.7,44487.666666666664,48498.63333333333,52509.6,56520.566666666666,60531.53333333333,64542.5,68553.46666666667,72564.43333333333,76575.4,80586.36666666667,84597.33333333333,88608.3,92619.26666666666,96630.23333333334,100641.2,104652.16666666667,108663.13333333333,112674.1,116685.06666666667,120696.03333333334,124707.0,124707.0,124707.0,124707.0,124707.0,124707.0,124707.0,124707.0,124707.0,124707.0,124707.0,124707.0,124707.0,124707.0,124707.0,124707.0,124707.0,124707.0,124707.0,124707.0,124707.0,124707.0,124707.0,124707.0,124707.0,124707.0,124707.0,124707.0,124707.0,124707.0,124707.0
Chad,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0,397896.0
Channel Islands,1765.0,1643.0,1593.0,1596.0,1530.0,1561.0,1416.0,1536.0,1572.0,1659.0,1681.695652173913,1704.391304347826,1727.0869565217392,1749.7826086956522,1772.4782608695652,1795.1739130434783,1817.8695652173913,1840.5652173913043,1863.2608695652175,1885.9565217391305,1908.6521739130435,1931.3478260869565,1954.0434782608695,1976.7391304347825,1999.4347826086957,2022.1304347826087,2044.8260869565217,2067.521739130435,2090.217391304348,2112.913043478261,2135.608695652174,2158.304347826087,2181.0,2181.0,2181.0,1149.0,2181.0,1619.0,1654.0,1789.0,1790.6666666666667,1792.3333333333333,1794.0,1838.0,1738.0,1818.0,1483.5,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0
Chile,206591.0,206582.0,209794.0,205758.0,222956.0,220968.0,225352.0,237268.0,257870.0,258970.0,267657.0,206582.0,209794.0,225758.0,164460.0,222956.0,179994.0,220968.0,179003.0,237213.0,180721.0,193252.0,205783.0,218314.0,230845.0,243376.0,255907.0,229187.0,216834.0,230085.0,241659.66666666666,253234.33333333334,264809.0,274335.0,260655.0,265016.0,269006.5,272997.0,279762.0,296581.0,295107.5,293634.0,292160.5,290687.0,289213.5,287740.0,286266.5,284793.0,259959.0,257105.0,253442.0,249779.0,246116.0,238981.0,234486.0,230352.0,224039.14166666666,217726.28333333333,211413.425,205100.56666666665,198787.70833333334,192474.85,186161.99166666667,179849.13333333333,173536.275,167223.41666666666,160910.55833333332,154597.7,148284.84166666667,141971.98333333334,135659.125,135659.125,135659.125,135659.125,135659.125,135659.125
China,9896.0,9896.0,9896.0,9896.0,9896.0,9896.0,9896.0,9896.0,9896.0,9896.0,9896.0,9896.0,9896.0,9896.0,9896.0,9896.0,9896.0,9896.0,9896.0,9896.0,9896.0,9896.0,9896.0,9896.0,9896.0,9896.0,9896.0,11613.0,13330.0,13871.0,2150496.3076923075,4287121.615384615,6423746.923076922,8560372.23076923,10696997.538461538,12833622.846153844,14970248.153846152,17106873.46153846,19243498.769230768,21380124.076923076,23516749.384615384,25653374.69230769,27790000.0,27260000.0,25460500.0,23661000.0,21861500.0,20062000.0,19453600.0,18845200.0,18236800.0,17628400.0,17020000.0,16470000.0,15990000.0,15930000.0,16170000.0,16170000.0,16170000.0,16170000.0,16170000.0,16170000.0,16170000.0,16170000.0,16170000.0,16170000.0,16170000.0,16170000.0,16170000.0,16170000.0,16170000.0,16170000.0,16170000.0,16170000.0,16170000.0,16170000.0
China (Taiwan),14411.0,14411.0,14411.0,14411.0,14411.0,14411.0,14411.0,14411.0,14411.0,14411.0,14411.0,133909.0,253407.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0,372905.0
China - Hong Kong SAR,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,68637.0,64599.0,59250.0,52977.0,51453.0,51453.0,51453.0,51453.0,51453.0,51453.0,51453.0,51453.0,51453.0,51453.0,51453.0,51453.0,51453.0,51453.0,51453.0,51453.0,51453.0,51453.0,51453.0,51453.0,51453.0,51453.0,51453.0,51453.0,51453.0,51453.0
China - Macao SAR,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5876.0,5468.0,5031.0,4434.0,4148.0,4148.0,4148.0,4148.0,4148.0,4148.0,4148.0,4148.0,4148.0,4148.0,4148.0,4148.0,4148.0,4148.0,4148.0,4148.0,4148.0,4148.0,4148.0,4148.0,4148.0,4148.0,4148.0,4148.0,4148.0,4148.0
China Macao SAR,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0
China: Hong Kong SAR,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,48219.0,50438.75,52658.5,54878.25,57098.0,57098.0,57098.0,57098.0,57098.0,57098.0,57098.0,57098.0,57098.0,57098.0,57098.0,57098.0,57098.0,57098.0,57098.0,57098.0,57098.0,57098.0,57098.0,57098.0
China: Macao SAR,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3241.0,3162.0,3212.0,3308.0,3452.0,3452.0,3452.0,3452.0,3452.0,3452.0,3452.0,3452.0,3452.0,3452.0,3452.0,3452.0,3452.0,3452.0,3452.0,3452.0,3452.0,3452.0,3452.0,3452.0
Christmas Island,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,34.0,34.0,29.0,33.40625,37.8125,42.21875,46.625,42.71875,38.8125,34.90625,31.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
Christmas Island [Aust.],63.0,63.0,76.0,70.0,117.0,93.0,97.0,114.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0
Cocos (Keeling) Islands,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,33.17647058823529,63.35294117647059,93.52941176470588,123.70588235294117,153.88235294117646,184.05882352941177,214.23529411764704,244.41176470588235,274.5882352941176,304.7647058823529,334.94117647058823,365.11764705882354,395.29411764705884,425.4705882352941,455.6470588235294,485.8235294117647,516.0,458.0,1140.125,5.0,157.0,309.0,461.0,439.0,414.0,392.5,371.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0,415.0
Cocos Keeling Islands,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,13.0,18.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
Colombia,388926.0,413721.0,419384.0,436406.0,471109.0,474585.0,511011.0,538485.0,563037.0,585561.0,608670.0,413721.0,433179.0,452637.0,472095.0,491553.0,511011.0,538485.0,563037.0,585561.0,607005.5714285715,628450.1428571428,649894.7142857143,671339.2857142857,692783.8571428572,714228.4285714285,735673.0,731163.0,275692.0,230259.0,227201.25,224143.5,221085.75,218028.0,214970.25,211912.5,208854.75,205797.0,204475.0,218802.16666666666,233129.33333333334,247456.5,261783.66666666666,276110.8333333333,290438.0,288175.0,639726.0,991277.0,990057.0,989071.0,989117.0,856718.0,724319.0,700455.0,710702.0,723099.0,719533.0,719533.0,719533.0,719533.0,719533.0,719533.0,719533.0,719533.0,719533.0,719533.0,719533.0,719533.0,719533.0,719533.0,719533.0,719533.0,719533.0,719533.0,719533.0,719533.0
Comoros,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,1788.4615384615386,2676.923076923077,3565.3846153846152,4453.846153846154,5342.307692307692,6230.7692307692305,7119.2307692307695,8007.692307692308,8896.153846153846,9784.615384615385,10673.076923076924,11561.538461538461,12450.0,13338.461538461539,14226.923076923076,15115.384615384615,16003.846153846154,16892.30769230769,17780.76923076923,18669.23076923077,19557.69230769231,20446.153846153848,21334.615384615383,22223.076923076922,23111.53846153846,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0
Congo,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,41312.0,40708.0,44132.0,44473.0,44473.0,44473.0,44473.0,44473.0,44473.0,44473.0,44473.0,44473.0,44473.0,44473.0,44473.0,44473.0,44473.0,44473.0,44473.0,44473.0,44473.0,44473.0,44473.0,44473.0
Cook Islands,648.0,621.0,595.0,621.0,645.0,676.0,654.0,747.0,788.0,830.0,825.25,820.5,815.75,811.0,806.25,801.5,796.75,792.0,787.25,782.5,777.75,773.0,775.0,703.0,972.0,1241.0,1510.0,1510.0,1510.0,1510.0,1510.0,1510.0,1510.0,1510.0,1510.0,1510.0,1510.0,1510.0,1510.0,1510.0,1510.0,1340.0,1170.0,1000.0,830.0,660.0,490.0,509.0,413.0,386.0,361.6666666666667,337.3333333333333,313.0,292.0,298.0,295.0,286.5,278.0,289.0,261.0,255.0,258.5,262.0,259.0,256.0,204.0,205.0,213.5,222.0,232.0,222.0,212.0,202.0,233.0,212.0,201.0
Costa Rica,34421.0,36632.0,39021.0,40604.0,42473.0,45441.0,46276.0,47121.0,47149.0,41696.0,57939.0,198.0,37498.0,213.0,129256.5,244.0,45668.0,237.0,231.5,226.0,50238.0,51555.0,52872.0,54189.0,55506.0,56823.0,58140.0,59965.0,64188.0,67659.0,67677.66666666667,67696.33333333333,67715.0,71257.0,72953.0,79023.0,79457.33333333333,79891.66666666667,80326.0,81376.0,81287.33333333333,81198.66666666667,81110.0,80164.0,80277.5,80391.0,79797.0,79203.0,78018.0,76982.0,78526.0,77463.5,76401.0,71144.0,72938.0,72247.0,71548.0,71548.0,71548.0,71548.0,71548.0,71548.0,71548.0,71548.0,71548.0,71548.0,71548.0,71548.0,71548.0,71548.0,71548.0,71548.0,71548.0,71548.0,71548.0,71548.0
Croatia,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,51829.0,46970.0,48535.0,48584.0,51197.5,53811.0,55501.0,47068.0,45179.0,43086.0,40993.0,40094.0,39668.0,40307.0,42492.0,42492.0,42492.0,42492.0,42492.0,42492.0,42492.0,42492.0,42492.0,42492.0,42492.0,42492.0,42492.0,42492.0,42492.0,42492.0,42492.0,42492.0,42492.0,42492.0
Cuba,160628.0,163122.0,142693.0,143750.0,152400.0,161050.0,169700.0,178350.0,187000.0,195650.0,204300.0,91106.0,91106.0,91106.0,91106.0,91106.0,91106.0,91106.0,102421.0,113736.0,125051.0,136366.0,147681.0,158996.0,170311.0,181626.0,192941.0,187555.0,168960.0,146642.0,143165.0,139688.0,136211.0,159759.0,165284.0,166281.0,182067.0,166049.0,179477.0,187911.0,184891.0,179393.5,173896.0,157349.0,152226.0,148242.66666666666,144259.33333333334,140276.0,152681.0,151080.0,150871.0,144794.5,138718.0,141276.0,136795.0,127192.0,120716.0,120716.0,120716.0,120716.0,120716.0,120716.0,120716.0,120716.0,120716.0,120716.0,120716.0,120716.0,120716.0,120716.0,120716.0,120716.0,120716.0,120716.0,120716.0,120716.0
